date,commodity,actual,predicted,residual,model
2025-12-19,Bulb Onions (Yellow),0.52,0.5362759620448683,-0.016275962044868253,"ARIMAX(1,1,1)+xreg"
2025-12-26,Bulb Onions (Yellow),0.5438500000000001,0.5423559286171942,0.0014940713828058838,"ARIMAX(1,1,1)+xreg"
2026-01-02,Bulb Onions (Yellow),0.5438500000000001,0.5488313854601722,-0.0049813854601721275,"ARIMAX(1,1,1)+xreg"
2026-01-09,Bulb Onions (Yellow),0.5438500000000001,0.5556087613045887,-0.011758761304588639,"ARIMAX(1,1,1)+xreg"
2026-01-16,Bulb Onions (Yellow),0.5438500000000001,0.5625900822080934,-0.01874008220809331,"ARIMAX(1,1,1)+xreg"
2026-01-23,Bulb Onions (Yellow),0.64,0.569674400239849,0.07032559976015096,"ARIMAX(1,1,1)+xreg"
2026-01-30,Bulb Onions (Yellow),0.64,0.5767592655315348,0.06324073446846523,"ARIMAX(1,1,1)+xreg"
2026-02-06,Bulb Onions (Yellow),0.56,0.5889015420820114,-0.028901542082011344,"ARIMAX(1,1,1)+xreg"
2026-02-13,Bulb Onions (Yellow),0.56,0.5956816144137256,-0.035681614413725526,"ARIMAX(1,1,1)+xreg"
2026-02-20,Bulb Onions (Yellow),0.56,0.6021607910865571,-0.042160791086557015,"ARIMAX(1,1,1)+xreg"
