date,commodity,actual,predicted,residual,model
2025-11-28,Carrots,0.52,0.44148593304894834,0.07851406695105168,"SARIMA(1,1,1)(1,1,1,52)"
2025-12-05,Carrots,0.52,0.45224414773575033,0.06775585226424968,"SARIMA(1,1,1)(1,1,1,52)"
2025-12-12,Carrots,0.52,0.4531731633679925,0.0668268366320075,"SARIMA(1,1,1)(1,1,1,52)"
2025-12-19,Carrots,0.52,0.4506266669455029,0.06937333305449711,"SARIMA(1,1,1)(1,1,1,52)"
2025-12-26,Carrots,0.4838636363636362,0.45312223914999716,0.030741397213639055,"SARIMA(1,1,1)(1,1,1,52)"
2026-01-02,Carrots,0.4838636363636362,0.45609496552648277,0.027768670837153453,"SARIMA(1,1,1)(1,1,1,52)"
2026-01-09,Carrots,0.4838636363636362,0.46433168658602914,0.019531949777607083,"SARIMA(1,1,1)(1,1,1,52)"
2026-01-16,Carrots,0.4838636363636362,0.46069084450883346,0.023172791854802754,"SARIMA(1,1,1)(1,1,1,52)"
2026-01-23,Carrots,0.52,0.45202927218893213,0.06797072781106789,"SARIMA(1,1,1)(1,1,1,52)"
2026-01-30,Carrots,0.52,0.4553458747236888,0.0646541252763112,"SARIMA(1,1,1)(1,1,1,52)"
2026-02-06,Carrots,0.49,0.4619074548587642,0.02809254514123577,"SARIMA(1,1,1)(1,1,1,52)"
2026-02-13,Carrots,0.49,0.45509224643575674,0.03490775356424325,"SARIMA(1,1,1)(1,1,1,52)"
2026-02-20,Carrots,0.53,0.47037839566519485,0.05962160433480518,"SARIMA(1,1,1)(1,1,1,52)"
